Rocket data from 2021-05-08 19:47:48.604872
Nr, posX, posY, centerX, centerY, velX, velY, thrustX, thrustY, rot, engine, targetX, targetY
27,x: 569.4240808756025, y: 91.40993424697132,x: 604.4240808756025, y: 141.40993424697132,x: 0, y: 0.5600000000000003,x: 0, y: 0,0,False,x: 26.412135809039196, y: 20
28,x: 569.4240808756025, y: 92.55993424697131,x: 604.4240808756025, y: 142.5599342469713,x: 0, y: 0.5800000000000003,x: 0, y: 0,0,False,x: 26.412135809039196, y: 20
29,x: 569.4240808756025, y: 93.7499342469713,x: 604.4240808756025, y: 143.7499342469713,x: 0, y: 0.6000000000000003,x: 0, y: 0,0,False,x: 26.412135809039196, y: 20
30,x: 569.4240808756025, y: 94.97993424697131,x: 604.4240808756025, y: 144.9799342469713,x: 0, y: 0.6200000000000003,x: 0, y: 0,0,False,x: 26.412135809039196, y: 20
31,x: 569.4240808756025, y: 96.2499342469713,x: 604.4240808756025, y: 146.2499342469713,x: 0, y: 0.6400000000000003,x: 0, y: 0,0,False,x: 26.412135809039196, y: 20
32,x: 569.4240808756025, y: 97.55993424697131,x: 604.4240808756025, y: 147.5599342469713,x: 0, y: 0.6600000000000004,x: 0, y: 0,0,False,x: 26.412135809039196, y: 20
33,x: 569.4240808756025, y: 98.90993424697132,x: 604.4240808756025, y: 148.90993424697132,x: 0, y: 0.6800000000000004,x: 0, y: 0,0,False,x: 26.412135809039196, y: 20
34,x: 569.4240808756025, y: 100.29993424697132,x: 604.4240808756025, y: 150.2999342469713,x: 0, y: 0.7000000000000004,x: 0, y: 0,0,False,x: 26.412135809039196, y: 20
35,x: 569.4240808756025, y: 101.72993424697131,x: 604.4240808756025, y: 151.7299342469713,x: 0, y: 0.7200000000000004,x: 0, y: 0,0,False,x: 26.412135809039196, y: 20
36,x: 569.4240808756025, y: 103.19993424697131,x: 604.4240808756025, y: 153.1999342469713,x: 0, y: 0.7400000000000004,x: 0, y: 0,0,False,x: 26.412135809039196, y: 20
37,x: 569.4240808756025, y: 104.70993424697132,x: 604.4240808756025, y: 154.70993424697133,x: 0, y: 0.7600000000000005,x: 0, y: 0,0,False,x: 26.412135809039196, y: 20
38,x: 569.4240808756025, y: 106.25993424697131,x: 604.4240808756025, y: 156.2599342469713,x: 0, y: 0.7800000000000005,x: 0, y: 0,0,False,x: 26.412135809039196, y: 20
39,x: 569.4240808756025, y: 107.84993424697132,x: 604.4240808756025, y: 157.84993424697132,x: 0, y: 0.8000000000000005,x: 0, y: 0,0,False,x: 26.412135809039196, y: 20
40,x: 569.4240808756025, y: 109.47993424697133,x: 604.4240808756025, y: 159.4799342469713,x: 0, y: 0.8200000000000005,x: 0, y: 0,0,False,x: 26.412135809039196, y: 20
41,x: 569.4240808756025, y: 111.14993424697133,x: 604.4240808756025, y: 161.14993424697133,x: 0, y: 0.8400000000000005,x: 0, y: 0,0,False,x: 26.412135809039196, y: 20
42,x: 569.4240808756025, y: 112.85993424697132,x: 604.4240808756025, y: 162.8599342469713,x: 0, y: 0.8600000000000005,x: 0, y: 0,0,False,x: 26.412135809039196, y: 20
43,x: 569.4240808756025, y: 114.60993424697132,x: 604.4240808756025, y: 164.6099342469713,x: 0, y: 0.8800000000000006,x: 0, y: 0,0,False,x: 26.412135809039196, y: 20
44,x: 569.4240808756025, y: 116.39993424697133,x: 604.4240808756025, y: 166.39993424697133,x: 0, y: 0.9000000000000006,x: 0, y: 0,0,False,x: 26.412135809039196, y: 20
45,x: 569.4240808756025, y: 118.22993424697133,x: 604.4240808756025, y: 168.2299342469713,x: 0, y: 0.9200000000000006,x: 0, y: 0,0,False,x: 26.412135809039196, y: 20
46,x: 569.4240808756025, y: 120.09993424697133,x: 604.4240808756025, y: 170.09993424697132,x: 0, y: 0.9400000000000006,x: 0, y: 0,0,False,x: 26.412135809039196, y: 20
47,x: 569.4240808756025, y: 122.00993424697133,x: 604.4240808756025, y: 172.00993424697134,x: 0, y: 0.9600000000000006,x: 0, y: 0,0,False,x: 26.412135809039196, y: 20
48,x: 569.4240808756025, y: 123.95993424697133,x: 604.4240808756025, y: 173.95993424697133,x: 0, y: 0.9800000000000006,x: 0, y: 0,0,False,x: 26.412135809039196, y: 20
49,x: 569.4240808756025, y: 125.94993424697132,x: 604.4240808756025, y: 175.94993424697134,x: 0, y: 1.0000000000000007,x: 0, y: 0,0,False,x: 26.412135809039196, y: 20
50,x: 569.4240808756025, y: 127.97993424697133,x: 604.4240808756025, y: 177.9799342469713,x: 0, y: 1.0200000000000007,x: 0, y: 0,0,False,x: 26.412135809039196, y: 20
51,x: 569.4240808756025, y: 130.0499342469713,x: 604.4240808756025, y: 180.0499342469713,x: 0, y: 1.0400000000000007,x: 0, y: 0,0,False,x: 26.412135809039196, y: 20
52,x: 569.4240808756025, y: 132.15993424697132,x: 604.4240808756025, y: 182.15993424697132,x: 0, y: 1.0600000000000007,x: 0, y: 0,0,False,x: 26.412135809039196, y: 20
53,x: 569.4240808756025, y: 134.30993424697132,x: 604.4240808756025, y: 184.30993424697132,x: 0, y: 1.0800000000000007,x: 0, y: 0,0,False,x: 26.412135809039196, y: 20
54,x: 569.4240808756025, y: 136.49993424697132,x: 604.4240808756025, y: 186.49993424697132,x: 0, y: 1.1000000000000008,x: 0, y: 0,0,False,x: 26.412135809039196, y: 20
55,x: 569.4240808756025, y: 138.72993424697134,x: 604.4240808756025, y: 188.72993424697134,x: 0, y: 1.1200000000000008,x: 0, y: 0,0,False,x: 26.412135809039196, y: 20
56,x: 569.4240808756025, y: 140.99993424697135,x: 604.4240808756025, y: 190.99993424697135,x: 0, y: 1.1400000000000008,x: 0, y: 0,0,False,x: 26.412135809039196, y: 20
57,x: 569.4240808756025, y: 143.30993424697135,x: 604.4240808756025, y: 193.30993424697135,x: 0, y: 1.1600000000000008,x: 0, y: 0,0,False,x: 26.412135809039196, y: 20
58,x: 569.4240808756025, y: 145.65993424697135,x: 604.4240808756025, y: 195.65993424697135,x: 0, y: 1.1800000000000008,x: 0, y: 0,0,False,x: 26.412135809039196, y: 20
59,x: 569.4240808756025, y: 148.04993424697133,x: 604.4240808756025, y: 198.04993424697133,x: 0, y: 1.2000000000000008,x: 0, y: 0,0,False,x: 26.412135809039196, y: 20
60,x: 569.4240808756025, y: 150.47993424697134,x: 604.4240808756025, y: 200.47993424697134,x: 0, y: 1.2200000000000009,x: 0, y: 0,0,False,x: 26.412135809039196, y: 20
61,x: 569.4240808756025, y: 152.94993424697134,x: 604.4240808756025, y: 202.94993424697134,x: 0, y: 1.2400000000000009,x: 0, y: 0,0,False,x: 26.412135809039196, y: 20
62,x: 569.4240808756025, y: 155.45993424697133,x: 604.4240808756025, y: 205.45993424697133,x: 0, y: 1.260000000000001,x: 0, y: 0,0,False,x: 26.412135809039196, y: 20
63,x: 569.4240808756025, y: 158.00993424697134,x: 604.4240808756025, y: 208.00993424697134,x: 0, y: 1.280000000000001,x: 0, y: 0,0,False,x: 26.412135809039196, y: 20
64,x: 569.4240808756025, y: 160.59993424697134,x: 604.4240808756025, y: 210.59993424697134,x: 0, y: 1.300000000000001,x: 0, y: 0,0,False,x: 26.412135809039196, y: 20
65,x: 569.4240808756025, y: 163.22993424697134,x: 604.4240808756025, y: 213.22993424697134,x: 0, y: 1.320000000000001,x: 0, y: 0,0,False,x: 26.412135809039196, y: 20
66,x: 569.4240808756025, y: 165.89993424697136,x: 604.4240808756025, y: 215.89993424697136,x: 0, y: 1.340000000000001,x: 0, y: 0,0,False,x: 26.412135809039196, y: 20
67,x: 569.4240808756025, y: 168.60993424697136,x: 604.4240808756025, y: 218.60993424697136,x: 0, y: 1.360000000000001,x: 0, y: 0,0,False,x: 26.412135809039196, y: 20
68,x: 569.4240808756025, y: 171.35993424697136,x: 604.4240808756025, y: 221.35993424697136,x: 0, y: 1.380000000000001,x: 0, y: 0,0,False,x: 26.412135809039196, y: 20
69,x: 569.4240808756025, y: 174.14993424697138,x: 604.4240808756025, y: 224.14993424697138,x: 0, y: 1.400000000000001,x: 0, y: 0,0,False,x: 26.412135809039196, y: 20
70,x: 569.4240808756025, y: 176.97993424697137,x: 604.4240808756025, y: 226.97993424697137,x: 0, y: 1.420000000000001,x: 0, y: 0,0,False,x: 26.412135809039196, y: 20
71,x: 569.4240808756025, y: 179.84993424697137,x: 604.4240808756025, y: 229.84993424697137,x: 0, y: 1.440000000000001,x: 0, y: 0,0,False,x: 26.412135809039196, y: 20
72,x: 569.4240808756025, y: 182.75993424697137,x: 604.4240808756025, y: 232.75993424697137,x: 0, y: 1.460000000000001,x: 0, y: 0,0,False,x: 26.412135809039196, y: 20
73,x: 569.4240808756025, y: 185.70993424697136,x: 604.4240808756025, y: 235.70993424697136,x: 0, y: 1.480000000000001,x: 0, y: 0,0,False,x: 26.412135809039196, y: 20
