Success: False
x_pos,y_pos,x_vel,y_vel,x_thrust,y_thrust,rotation,engine,x_target,y_target,fuel,key
523.2479968376731,282.38776308727256,0,0,0,0,0,False,144.78523803622767,980,100,p
523.2479968376731,282.39776308727255,0,0.01,0,0,0,False,144.78523803622767,980,100,p
523.2479968376731,282.41776308727253,0,0.02,0,0,0,False,144.78523803622767,980,100,p
523.2479968376731,282.44776308727256,0,0.03,0,0,0,False,144.78523803622767,980,100,p
523.2479968376731,282.4877630872726,0,0.04,0,0,0,False,144.78523803622767,980,100,p
523.2479968376731,282.53776308727254,0,0.05,0,0,0,False,144.78523803622767,980,100,p
523.2479968376731,282.5977630872726,0,0.060000000000000005,0,0,0,False,144.78523803622767,980,100,p
523.2479968376731,282.66776308727253,0,0.07,0,0,0,False,144.78523803622767,980,100,p
523.2479968376731,282.7477630872726,0,0.08,0,0,0,False,144.78523803622767,980,100,p
523.2479968376731,282.8377630872726,0,0.09,0,0,0,False,144.78523803622767,980,100,p
523.2479968376731,282.9377630872726,0,0.09999999999999999,0,0,0,False,144.78523803622767,980,100,p
523.2479968376731,283.0477630872726,0,0.10999999999999999,0,0,0,False,144.78523803622767,980,100,p
523.2479968376731,283.1677630872726,0,0.11999999999999998,0,0,0,False,144.78523803622767,980,100,p
523.2479968376731,283.2977630872726,0,0.12999999999999998,0,0,0,False,144.78523803622767,980,100,p
523.2479968376731,283.4377630872726,0,0.13999999999999999,0,0,0,False,144.78523803622767,980,100,a
523.2479968376731,283.5877630872726,0,0.15,0,0,0.019999999999999574,False,144.78523803622767,980,100,a
523.2479968376731,283.7477630872726,0,0.16,0,0,0.03999999999999915,False,144.78523803622767,980,100,a
523.2479968376731,283.91776308727253,0,0.17,0,0,0.05999999999999872,False,144.78523803622767,980,100,a
523.2479968376731,284.0977630872726,0,0.18000000000000002,0,0,0.0799999999999983,False,144.78523803622767,980,100,a
523.2479968376731,284.28776308727254,0,0.19000000000000003,0,0,0.09999999999999787,False,144.78523803622767,980,100,a
523.2479968376731,284.4877630872726,0,0.20000000000000004,0,0,0.11999999999999744,False,144.78523803622767,980,100,a
523.2479968376731,284.69776308727256,0,0.21000000000000005,0,0,0.13999999999999702,False,144.78523803622767,980,100,a
523.2479968376731,284.91776308727253,0,0.22000000000000006,0,0,0.1599999999999966,False,144.78523803622767,980,100,a
