Success: True
x_pos,y_pos,x_vel,y_vel,x_thrust,y_thrust,rotation,engine,x_target,y_target,fuel,key
140.2413936681133,549.3711708266942,0,0,0,0,0,False,248.85695923751462,980,100,p
140.2413936681133,549.3811708266942,0,0.01,0,0,0,False,248.85695923751462,980,100,p
140.2413936681133,549.4011708266942,0,0.02,0,0,0,False,248.85695923751462,980,100,p
140.2413936681133,549.4311708266941,0,0.03,0,0,0,False,248.85695923751462,980,100,p
140.2413936681133,549.4711708266942,0,0.04,0,0,0,False,248.85695923751462,980,100,p
140.2413936681133,549.5211708266943,0,0.05,0,0,0,False,248.85695923751462,980,100,p
140.2413936681133,549.5811708266942,0,0.060000000000000005,0,0,0,False,248.85695923751462,980,100,p
140.2413936681133,549.6511708266942,0,0.07,0,0,0,False,248.85695923751462,980,100,p
140.2413936681133,549.7311708266942,0,0.08,0,0,0,False,248.85695923751462,980,100,p
140.2413936681133,549.8211708266942,0,0.09,0,0,0,False,248.85695923751462,980,100,p
140.2413936681133,549.9211708266942,0,0.09999999999999999,0,0,0,False,248.85695923751462,980,100,p
140.2413936681133,550.0311708266943,0,0.10999999999999999,0,0,0,False,248.85695923751462,980,100,p
140.2413936681133,550.1511708266942,0,0.11999999999999998,0,0,0,False,248.85695923751462,980,100,p
140.2413936681133,550.2811708266943,0,0.12999999999999998,0,0,0,False,248.85695923751462,980,100,p
140.2413936681133,550.4211708266942,0,0.13999999999999999,0,0,0,False,248.85695923751462,980,100,p
140.2413936681133,550.5711708266942,0,0.15,0,0,0,False,248.85695923751462,980,100,p
140.2413936681133,550.7311708266942,0,0.16,0,0,0,False,248.85695923751462,980,100,p
140.2413936681133,550.9011708266942,0,0.17,0,0,0,False,248.85695923751462,980,100,p
140.2413936681133,551.0811708266942,0,0.18000000000000002,0,0,0,False,248.85695923751462,980,100,p
140.2413936681133,551.2711708266943,0,0.19000000000000003,0,0,0,False,248.85695923751462,980,100,p
140.2413936681133,551.4711708266942,0,0.20000000000000004,0,0,0,False,248.85695923751462,980,100,p
140.2413936681133,551.6811708266941,0,0.21000000000000005,0,0,0,False,248.85695923751462,980,100,p
140.2413936681133,551.9011708266942,0,0.22000000000000006,0,0,0,False,248.85695923751462,980,100,p
140.2413936681133,552.1311708266942,0,0.23000000000000007,0,0,0,False,248.85695923751462,980,100,p
140.2413936681133,552.3711708266942,0,0.24000000000000007,0,0,0,False,248.85695923751462,980,100,p
140.2413936681133,552.6211708266942,0,0.25000000000000006,0,0,0,False,248.85695923751462,980,100,p
140.2413936681133,552.8811708266942,0,0.26000000000000006,0,0,0,False,248.85695923751462,980,100,p
140.2413936681133,553.1511708266942,0,0.2700000000000001,0,0,0,False,248.85695923751462,980,100,p
140.2413936681133,553.4311708266941,0,0.2800000000000001,0,0,0,False,248.85695923751462,980,100,p
140.2413936681133,553.7211708266942,0,0.2900000000000001,0,0,0,False,248.85695923751462,980,100,p
140.2413936681133,554.0211708266943,0,0.3000000000000001,0,0,0,False,248.85695923751462,980,100,p
140.2413936681133,554.3311708266942,0,0.3100000000000001,0,0,0,False,248.85695923751462,980,100,p
140.2413936681133,554.6511708266942,0,0.3200000000000001,0,0,0,False,248.85695923751462,980,100,p
140.2413936681133,554.9811708266942,0,0.3300000000000001,0,0,0,False,248.85695923751462,980,100,p
